County,Year,Deaths,Crude Rate,Age Adjusted Rate,Days_PM25_fraction,Unhealthy_fraction,VeryUnhealthy_fraction,Hazardous_fraction,Max_AQI,Median_AQI
"Merced County, CA",2005.0,86.0,35.5,48.1,0.1565934065934066,0.0054945054945054,0.0,0.0,169,44
"Merced County, CA",2006.0,95.0,38.7,52.8,0.1565934065934066,0.0219780219780219,0.0,0.0,172,45
"Merced County, CA",2007.0,86.0,34.6,45.9,0.1263736263736263,0.0137362637362637,0.0,0.0,177,46
"Modoc County, CA",2003.0,13.0,,,1.0,0.0,0.0,0.0,53,53
"Monterey County, CA",1999.0,155.0,39.1,48.8,0.1835616438356164,0.0,0.0,0.0,105,39
"Monterey County, CA",2000.0,149.0,37.1,46.1,0.1229508196721311,0.0,0.0,0.0,129,36
"Monterey County, CA",2001.0,133.0,32.7,40.7,0.1013698630136986,0.0,0.0,0.0,129,35
"Monterey County, CA",2002.0,149.0,36.4,45.0,0.1123287671232876,0.0,0.0,0.0,108,37
"Monterey County, CA",2003.0,132.0,32.2,39.0,0.0684931506849315,0.0,0.0,0.0,136,37
"Monterey County, CA",2004.0,135.0,33.0,39.5,0.0683060109289617,0.0,0.0,0.0,129,35
"Monterey County, CA",2005.0,136.0,33.6,39.4,0.0794520547945205,0.0,0.0,0.0,84,35
"Monterey County, CA",2006.0,138.0,34.3,39.2,0.084931506849315,0.0,0.0,0.0,126,38
"Monterey County, CA",2007.0,118.0,29.3,33.3,0.073972602739726,0.0,0.0,0.0,100,35
"Napa County, CA",1999.0,81.0,65.8,54.6,0.0,0.0027397260273972,0.0,0.0,161,32
"Napa County, CA",2000.0,84.0,67.6,55.1,0.0,0.0,0.0,0.0,77,31
"Napa County, CA",2001.0,81.0,63.9,52.3,0.0,0.0,0.0,0.0,126,31
"Napa County, CA",2002.0,74.0,57.5,47.5,0.0,0.0,0.0,0.0,140,32
"Napa County, CA",2003.0,85.0,65.3,55.1,0.0,0.0,0.0,0.0,143,31
"Napa County, CA",2004.0,86.0,66.0,53.6,0.0,0.0,0.0,0.0,105,31
"Napa County, CA",2005.0,77.0,59.1,49.2,0.0,0.0,0.0,0.0,90,31
"Napa County, CA",2006.0,78.0,59.3,49.0,0.0,0.0,0.0,0.0,105,34
"Napa County, CA",2007.0,90.0,67.9,55.6,0.8602739726027397,0.0,0.0,0.0,120,55
"Nevada County, CA",1999.0,82.0,90.2,65.9,0.0301369863013698,0.0767123287671232,0.0,0.0,195,67
"Nevada County, CA",2000.0,60.0,65.2,48.0,0.1092896174863388,0.0601092896174863,0.0081967213114754,0.0,208,58
"Nevada County, CA",2001.0,54.0,57.6,41.4,0.0794520547945205,0.0520547945205479,0.0027397260273972,0.0,201,56
"Nevada County, CA",2002.0,69.0,72.9,52.4,0.0904109589041095,0.0630136986301369,0.0082191780821917,0.0,208,54
"Nevada County, CA",2003.0,69.0,72.2,50.8,0.084931506849315,0.0602739726027397,0.0,0.0,195,58
"Nevada County, CA",2004.0,52.0,53.9,37.6,0.0710382513661202,0.0300546448087431,0.0027322404371584,0.0,206,54
"Nevada County, CA",2005.0,57.0,58.6,39.7,0.0794520547945205,0.0493150684931506,0.0054794520547945,0.0,216,51
"Nevada County, CA",2006.0,43.0,44.1,30.8,0.0712328767123287,0.0657534246575342,0.0,0.0,200,54
"Nevada County, CA",2007.0,64.0,65.4,44.3,0.4684931506849315,0.0246575342465753,0.0,0.0,177,61
"Orange County, CA",1999.0,1013.0,36.0,44.9,0.3260273972602739,0.0136986301369863,0.0,0.0,164,64
"Orange County, CA",2000.0,989.0,34.7,42.9,0.6311475409836066,0.0519125683060109,0.0027322404371584,0.0,205,65
"Orange County, CA",2001.0,1049.0,36.4,43.9,0.6136986301369863,0.0301369863013698,0.0,0.0,179,66
"Orange County, CA",2002.0,984.0,33.8,40.4,0.7205479452054795,0.0082191780821917,0.0,0.0,169,67
"Orange County, CA",2003.0,996.0,34.0,40.2,0.5123287671232877,0.0356164383561643,0.0,0.0,200,66
"Orange County, CA",2004.0,918.0,31.2,36.2,0.4344262295081967,0.0273224043715847,0.0,0.0,179,70
"Orange County, CA",2005.0,932.0,31.7,36.0,0.6136986301369863,0.0027397260273972,0.0,0.0,157,61
"Orange County, CA",2006.0,970.0,33.1,36.8,0.5589041095890411,0.0246575342465753,0.0027397260273972,0.0,209,60
"Orange County, CA",2007.0,1028.0,35.1,38.5,0.6520547945205479,0.010958904109589,0.0027397260273972,0.0027397260273972,372,58
"Placer County, CA",1999.0,160.0,66.4,63.7,0.0602739726027397,0.0684931506849315,0.0054794520547945,0.0,208,58
"Placer County, CA",2000.0,158.0,63.6,61.2,0.0628415300546448,0.0491803278688524,0.0027322404371584,0.0,202,47
"Placer County, CA",2001.0,136.0,51.6,48.7,0.0684931506849315,0.0630136986301369,0.0027397260273972,0.0,202,46
"Placer County, CA",2002.0,150.0,54.2,51.2,0.0684931506849315,0.0575342465753424,0.010958904109589,0.0,210,49
"Placer County, CA",2003.0,167.0,57.4,53.3,0.0575342465753424,0.0356164383561643,0.0054794520547945,0.0,206,50
"Placer County, CA",2004.0,152.0,50.2,45.7,0.2650273224043716,0.0382513661202185,0.0,0.0,192,60
"Placer County, CA",2005.0,144.0,46.0,41.6,0.5232876712328767,0.0520547945205479,0.0054794520547945,0.0,203,61
"Placer County, CA",2006.0,155.0,48.1,42.2,0.3890410958904109,0.0821917808219178,0.0054794520547945,0.0,209,64
"Placer County, CA",2007.0,167.0,50.8,44.3,0.4794520547945205,0.0082191780821917,0.0,0.0,187,57
"Plumas County, CA",1999.0,22.0,105.2,72.2,0.175,0.0111111111111111,0.0,0.0,177,48
"Plumas County, CA",2000.0,17.0,,,0.1506849315068493,0.0,0.0,0.0,127,42
"Plumas County, CA",2001.0,22.0,105.7,75.1,0.2986301369863013,0.0027397260273972,0.0,0.0,153,36
"Plumas County, CA",2002.0,24.0,115.0,80.9,0.1707988980716253,0.0,0.0,0.0,147,56
"Plumas County, CA",2003.0,12.0,,,0.2647887323943662,0.0,0.0,0.0,144,42
"Plumas County, CA",2004.0,21.0,100.0,68.8,0.2540983606557377,0.0,0.0,0.0,124,42
"Plumas County, CA",2005.0,15.0,,,0.2837465564738292,0.0055096418732782,0.0,0.0,186,41
"Plumas County, CA",2006.0,22.0,106.0,67.1,0.3041095890410959,0.0,0.0,0.0,139,40
"Plumas County, CA",2007.0,18.0,,,0.9854014598540146,0.0072992700729927,0.0,0.0,163,56
"Riverside County, CA",1999.0,715.0,47.4,48.9,0.2575342465753424,0.1698630136986301,0.0164383561643835,0.0,219,96
"Riverside County, CA",2000.0,769.0,49.8,51.2,0.3934426229508196,0.2076502732240437,0.0327868852459016,0.0,222,103
"Riverside County, CA",2001.0,784.0,48.5,50.5,0.4630136986301369,0.210958904109589,0.0657534246575342,0.0027397260273972,500,110
"Riverside County, CA",2002.0,790.0,46.8,49.0,0.4520547945205479,0.2027397260273972,0.0630136986301369,0.0,226,101
"Riverside County, CA",2003.0,808.0,45.6,48.2,0.4356164383561643,0.1917808219178082,0.0767123287671232,0.0,243,97
"Riverside County, CA",2004.0,881.0,47.5,50.7,0.4180327868852459,0.1830601092896175,0.0464480874316939,0.0,212,99
"Riverside County, CA",2005.0,804.0,41.6,44.9,0.3808219178082191,0.1452054794520547,0.0410958904109589,0.0,228,91
"Riverside County, CA",2006.0,792.0,39.4,42.8,0.3397260273972602,0.147945205479452,0.0301369863013698,0.0,218,84
"Riverside County, CA",2007.0,763.0,36.8,39.8,0.2547945205479452,0.1643835616438356,0.0191780821917808,0.0027397260273972,1176,101
"Sacramento County, CA",1999.0,580.0,48.1,54.3,0.347945205479452,0.0986301369863013,0.0136986301369863,0.0,225,60
"Sacramento County, CA",2000.0,619.0,50.6,56.8,0.4207650273224044,0.0792349726775956,0.0027322404371584,0.0,203,58
"Sacramento County, CA",2001.0,608.0,48.0,54.1,0.3589041095890411,0.0630136986301369,0.0054794520547945,0.0,203,61
"Sacramento County, CA",2002.0,604.0,46.4,52.5,0.3780821917808219,0.0931506849315068,0.0136986301369863,0.0,216,75
"Sacramento County, CA",2003.0,646.0,48.6,55.1,0.3808219178082191,0.0684931506849315,0.0136986301369863,0.0,214,69
"Sacramento County, CA",2004.0,584.0,43.3,48.7,0.5300546448087432,0.0273224043715847,0.0,0.0,172,64
"Sacramento County, CA",2005.0,599.0,44.0,48.8,0.5643835616438356,0.0657534246575342,0.010958904109589,0.0,213,63
"Sacramento County, CA",2006.0,616.0,45.0,49.4,0.5041095890410959,0.0904109589041095,0.0082191780821917,0.0,207,67
"Sacramento County, CA",2007.0,607.0,43.9,47.8,0.4876712328767123,0.0383561643835616,0.0027397260273972,0.0,218,63
"San Benito County, CA",1999.0,15.0,,,0.0358126721763085,0.0,0.0,0.0,150,45
"San Benito County, CA",2000.0,15.0,,,0.0302197802197802,0.0,0.0,0.0,147,40
"San Benito County, CA",2001.0,20.0,36.6,53.7,0.0247252747252747,0.0054945054945054,0.0,0.0,156,42
"San Benito County, CA",2002.0,11.0,,,0.0246575342465753,0.010958904109589,0.0,0.0,172,43
"San Benito County, CA",2003.0,12.0,,,0.010958904109589,0.0027397260273972,0.0,0.0,156,43
"San Benito County, CA",2004.0,10.0,,,0.0273224043715847,0.0,0.0,0.0,143,41
"San Benito County, CA",2005.0,12.0,,,0.0191780821917808,0.0,0.0,0.0,150,40
"San Benito County, CA",2006.0,12.0,,,0.0082191780821917,0.0054794520547945,0.0,0.0,156,42
"San Benito County, CA",2007.0,13.0,,,0.0410958904109589,0.0,0.0,0.0,143,43
"San Bernardino County, CA",1999.0,621.0,36.9,52.1,0.1753424657534246,0.1972602739726027,0.0794520547945205,0.0,239,101
"San Bernardino County, CA",2000.0,685.0,40.1,56.5,0.1666666666666666,0.2021857923497267,0.0491803278688524,0.0,246,95
"San Bernardino County, CA",2001.0,657.0,37.3,52.7,0.1616438356164383,0.1534246575342465,0.0794520547945205,0.0,241,100
"San Bernardino County, CA",2002.0,662.0,36.8,51.7,0.1506849315068493,0.1616438356164383,0.0904109589041095,0.0054794520547945,409,90
"San Bernardino County, CA",2003.0,670.0,36.3,51.2,0.1561643835616438,0.136986301369863,0.1397260273972602,0.0,251,91
"San Bernardino County, CA",2004.0,656.0,34.5,48.9,0.174863387978142,0.1639344262295081,0.0601092896174863,0.0,242,91
"San Bernardino County, CA",2005.0,646.0,33.2,47.0,0.1424657534246575,0.147945205479452,0.0712328767123287,0.0,242,83
"San Bernardino County, CA",2006.0,639.0,32.4,45.7,0.147945205479452,0.1534246575342465,0.0547945205479452,0.0,239,81
"San Bernardino County, CA",2007.0,639.0,32.1,44.4,0.1260273972602739,0.1808219178082191,0.0410958904109589,0.0,234,90
"San Diego County, CA",1999.0,1185.0,42.5,48.3,0.4301369863013699,0.0465753424657534,0.0,0.0,187,82
"San Diego County, CA",2000.0,1253.0,44.5,50.5,0.4098360655737705,0.040983606557377,0.0027322404371584,0.0,201,76
"San Diego County, CA",2001.0,1230.0,42.9,48.6,0.5671232876712329,0.0383561643835616,0.0027397260273972,0.0,212,77
"San Diego County, CA",2002.0,1153.0,39.8,44.6,0.5123287671232877,0.0301369863013698,0.0,0.0,187,76
"San Diego County, CA",2003.0,1147.0,39.4,43.7,0.4849315068493151,0.0191780821917808,0.0,0.0027397260273972,328,71
"San Diego County, CA",2004.0,1188.0,40.5,45.0,0.4808743169398907,0.0163934426229508,0.0,0.0,174,70
"San Diego County, CA",2005.0,1113.0,37.9,41.5,0.3698630136986301,0.0136986301369863,0.0,0.0,159,69
"San Diego County, CA",2006.0,1052.0,35.7,39.0,0.3616438356164383,0.0438356164383561,0.0,0.0,187,71
"San Diego County, CA",2007.0,1147.0,38.5,41.6,0.4054794520547945,0.021917808219178,0.0054794520547945,0.0,257,67
"San Francisco County, CA",1999.0,374.0,48.3,45.7,0.3205479452054794,0.0054794520547945,0.0,0.0,162,38
"San Francisco County, CA",2000.0,353.0,45.4,42.9,0.4453551912568306,0.0,0.0,0.0,132,38
"San Francisco County, CA",2001.0,386.0,49.4,46.2,0.421917808219178,0.0082191780821917,0.0,0.0,166,38
"San Francisco County, CA",2002.0,324.0,41.9,38.6,0.4246575342465753,0.0191780821917808,0.0,0.0,161,38
"San Francisco County, CA",2003.0,352.0,45.9,41.4,0.3972602739726027,0.0,0.0,0.0,116,38
"San Francisco County, CA",2004.0,360.0,47.3,41.8,0.8497267759562842,0.0,0.0,0.0,149,51
"San Francisco County, CA",2005.0,372.0,48.8,42.7,0.726027397260274,0.0,0.0,0.0,122,42
"San Francisco County, CA",2006.0,339.0,44.1,38.7,0.6794520547945205,0.0,0.0,0.0,147,44
"San Francisco County, CA",2007.0,341.0,43.8,38.3,0.7287671232876712,0.0,0.0,0.0,125,44
"San Joaquin County, CA",1999.0,269.0,48.7,57.0,0.2082191780821917,0.0356164383561643,0.0054794520547945,0.0,208,48
"San Joaquin County, CA",2000.0,269.0,47.7,56.1,0.221311475409836,0.0191256830601092,0.0,0.0,172,46
"San Joaquin County, CA",2001.0,287.0,48.5,58.0,0.2219178082191781,0.0136986301369863,0.0,0.0,166,45
"San Joaquin County, CA",2002.0,312.0,51.2,61.7,0.2356164383561644,0.010958904109589,0.0,0.0,177,48
"San Joaquin County, CA",2003.0,275.0,43.9,53.2,0.210958904109589,0.0054794520547945,0.0,0.0,159,44
"San Joaquin County, CA",2004.0,285.0,44.3,54.2,0.1994535519125683,0.0027322404371584,0.0,0.0,179,44
"San Joaquin County, CA",2005.0,273.0,41.6,50.6,0.2246575342465753,0.0054794520547945,0.0,0.0,156,40
"San Joaquin County, CA",2006.0,254.0,38.3,46.8,0.1835616438356164,0.0191780821917808,0.0,0.0,195,45
"San Joaquin County, CA",2007.0,285.0,42.7,51.1,0.6383561643835617,0.0027397260273972,0.0,0.0,155,54
"San Luis Obispo County, CA",1999.0,124.0,50.9,45.6,0.0575342465753424,0.0,0.0,0.0,143,46
"San Luis Obispo County, CA",2000.0,131.0,53.1,47.7,0.0792349726775956,0.0,0.0,0.0,143,42
"San Luis Obispo County, CA",2001.0,133.0,52.9,47.2,0.0684931506849315,0.0027397260273972,0.0,0.0,153,44
"San Luis Obispo County, CA",2002.0,142.0,56.1,49.7,0.0657534246575342,0.0,0.0,0.0,143,44
"San Luis Obispo County, CA",2003.0,140.0,55.0,48.4,0.0630136986301369,0.0027397260273972,0.0,0.0,159,44
"San Luis Obispo County, CA",2004.0,128.0,49.8,43.1,0.0601092896174863,0.0,0.0,0.0,119,41
"San Luis Obispo County, CA",2005.0,153.0,59.2,50.7,0.0630136986301369,0.0,0.0,0.0,150,42
"San Luis Obispo County, CA",2006.0,147.0,56.4,47.4,0.0602739726027397,0.0164383561643835,0.0,0.0,174,47
"San Luis Obispo County, CA",2007.0,130.0,49.5,42.0,0.0410958904109589,0.0054794520547945,0.0,0.0,156,50
"San Mateo County, CA",1999.0,303.0,43.0,43.2,0.1753424657534246,0.0027397260273972,0.0,0.0,154,33
"San Mateo County, CA",2000.0,337.0,47.7,47.6,0.2021857923497267,0.0,0.0,0.0,129,33
"San Mateo County, CA",2001.0,334.0,47.3,46.7,0.2054794520547945,0.0027397260273972,0.0,0.0,162,33
"San Mateo County, CA",2002.0,307.0,44.0,42.7,0.2054794520547945,0.0,0.0,0.0,119,35
"San Mateo County, CA",2003.0,282.0,40.7,38.9,0.1780821917808219,0.0,0.0,0.0,126,34
"San Mateo County, CA",2004.0,284.0,41.1,38.6,0.7884615384615384,0.0,0.0,0.0,120,50
"San Mateo County, CA",2005.0,277.0,40.1,37.0,0.7342465753424657,0.0,0.0,0.0,133,52
"San Mateo County, CA",2006.0,280.0,40.6,37.3,0.6821917808219178,0.0027397260273972,0.0,0.0,165,47
"San Mateo County, CA",2007.0,288.0,41.5,38.5,0.7041095890410959,0.0,0.0,0.0,126,46
"Santa Barbara County, CA",1999.0,176.0,44.3,44.8,0.0273972602739726,0.0,0.0027397260273972,0.0,205,51
"Santa Barbara County, CA",2000.0,155.0,38.8,38.8,0.0956284153005464,0.0054644808743169,0.0,0.0,154,48
"Santa Barbara County, CA",2001.0,165.0,40.9,41.4,0.0684931506849315,0.0027397260273972,0.0027397260273972,0.0,201,49
"Santa Barbara County, CA",2002.0,167.0,41.2,41.4,0.0520547945205479,0.0082191780821917,0.0,0.0,161,50
"Santa Barbara County, CA",2003.0,169.0,41.5,41.0,0.0630136986301369,0.0136986301369863,0.0,0.0,192,49
"Santa Barbara County, CA",2004.0,139.0,34.1,33.8,0.0792349726775956,0.0054644808743169,0.0,0.0,192,49
"Santa Barbara County, CA",2005.0,133.0,32.6,31.6,0.0794520547945205,0.0,0.0,0.0,140,47
"Santa Barbara County, CA",2006.0,159.0,39.0,37.7,0.0794520547945205,0.0027397260273972,0.0,0.0,165,49
"Santa Barbara County, CA",2007.0,150.0,36.5,35.0,0.0931506849315068,0.0054794520547945,0.0,0.0,183,49
"Santa Clara County, CA",1999.0,515.0,30.8,39.4,0.3489010989010989,0.0302197802197802,0.0,0.0,192,46
"Santa Clara County, CA",2000.0,467.0,27.8,35.1,0.5409836065573771,0.0218579234972677,0.0,0.0,190,51
"Santa Clara County, CA",2001.0,501.0,29.7,37.0,0.4931506849315068,0.0328767123287671,0.0,0.0,177,51
"Santa Clara County, CA",2002.0,494.0,29.6,36.2,0.4684931506849315,0.021917808219178,0.0,0.0,185,52
"Santa Clara County, CA",2003.0,492.0,29.6,35.3,0.4821917808219178,0.0164383561643835,0.0,0.0,190,52
"Santa Clara County, CA",2004.0,508.0,30.5,35.9,0.6311475409836066,0.0,0.0,0.0,147,53
"Santa Clara County, CA",2005.0,510.0,30.4,35.4,0.663013698630137,0.0027397260273972,0.0,0.0,154,53
"Santa Clara County, CA",2006.0,499.0,29.5,33.7,0.6136986301369863,0.0191780821917808,0.0,0.0,200,54
"Santa Clara County, CA",2007.0,537.0,31.4,35.5,0.684931506849315,0.0027397260273972,0.0,0.0,152,52
"Santa Cruz County, CA",1999.0,80.0,31.5,38.0,0.2136986301369863,0.0,0.0,0.0,105,37
"Santa Cruz County, CA",2000.0,80.0,31.3,36.5,0.1284153005464481,0.0,0.0,0.0,126,37
"Santa Cruz County, CA",2001.0,91.0,35.5,43.5,0.1123287671232876,0.0,0.0,0.0,108,36
"Santa Cruz County, CA",2002.0,100.0,39.3,46.7,0.0931506849315068,0.0,0.0,0.0,122,36
"Santa Cruz County, CA",2003.0,95.0,37.5,43.4,0.073972602739726,0.0,0.0,0.0,112,36
"Santa Cruz County, CA",2004.0,104.0,41.2,48.0,0.0683060109289617,0.0,0.0,0.0,143,36
"Santa Cruz County, CA",2005.0,97.0,38.6,42.8,0.0684931506849315,0.0,0.0,0.0,87,34
"Santa Cruz County, CA",2006.0,65.0,25.8,29.1,0.084931506849315,0.0,0.0,0.0,101,37
"Santa Cruz County, CA",2007.0,82.0,32.4,36.6,0.0575342465753424,0.0,0.0,0.0,97,34
"Shasta County, CA",1999.0,119.0,73.5,62.1,0.0769230769230769,0.0357142857142857,0.0,0.0,182,50
"Shasta County, CA",2000.0,130.0,79.6,66.5,0.0546448087431694,0.0027322404371584,0.0,0.0,154,44
"Shasta County, CA",2001.0,121.0,72.7,60.6,0.0580110497237569,0.0,0.0,0.0,134,44
"Shasta County, CA",2002.0,145.0,85.2,70.7,0.084931506849315,0.0,0.0,0.0,147,44
"Shasta County, CA",2003.0,143.0,82.6,67.8,0.0686813186813186,0.0192307692307692,0.0,0.0,177,43
"Shasta County, CA",2004.0,134.0,76.6,61.9,0.0546448087431694,0.0081967213114754,0.0,0.0,177,44
"Shasta County, CA",2005.0,140.0,79.7,63.7,0.0465753424657534,0.0082191780821917,0.0,0.0,159,43
"Shasta County, CA",2006.0,147.0,83.4,65.8,0.0575342465753424,0.0027397260273972,0.0,0.0,151,45
"Shasta County, CA",2007.0,132.0,74.8,58.8,0.0520547945205479,0.0,0.0,0.0,133,44
"Siskiyou County, CA",1999.0,35.0,78.8,57.3,0.0,0.0,0.0,0.0,90,33
"Siskiyou County, CA",2000.0,33.0,74.5,52.8,0.0677419354838709,0.0,0.0,0.0,101,36
"Siskiyou County, CA",2001.0,40.0,91.1,63.7,0.2256944444444444,0.0,0.0,0.0,73,13
"Siskiyou County, CA",2002.0,35.0,79.6,54.4,0.03125,0.0,0.0,0.0,115,33
"Siskiyou County, CA",2003.0,34.0,76.8,51.9,0.0790378006872852,0.0,0.0,0.0,112,39
"Siskiyou County, CA",2004.0,39.0,87.8,58.2,0.034090909090909,0.0,0.0,0.0,101,33
"Siskiyou County, CA",2005.0,47.0,105.3,74.7,0.0533707865168539,0.0,0.0,0.0,82,35
"Siskiyou County, CA",2006.0,27.0,60.7,39.9,0.0960960960960961,0.0,0.0,0.0,105,36
"Siskiyou County, CA",2007.0,40.0,90.0,59.6,0.0344827586206896,0.0,0.0,0.0,126,32
"Solano County, CA",1999.0,170.0,43.9,54.9,0.1232876712328767,0.0136986301369863,0.0027397260273972,0.0,201,41
"Solano County, CA",2000.0,179.0,45.4,56.8,0.1775956284153005,0.0054644808743169,0.0,0.0,154,38
"Solano County, CA",2001.0,192.0,47.5,58.7,0.1808219178082191,0.0082191780821917,0.0,0.0,175,38
"Solano County, CA",2002.0,175.0,42.9,52.2,0.1780821917808219,0.0054794520547945,0.0,0.0,163,39
"Solano County, CA",2003.0,167.0,40.9,47.9,0.1589041095890411,0.0,0.0,0.0,136,39
"Solano County, CA",2004.0,149.0,36.4,42.2,0.7568306010928961,0.0027322404371584,0.0,0.0,154,54
"Solano County, CA",2005.0,194.0,47.5,54.6,0.6465753424657534,0.0,0.0,0.0,145,51
"Solano County, CA",2006.0,198.0,48.5,53.9,0.7068493150684931,0.0082191780821917,0.0,0.0,154,55
"Solano County, CA",2007.0,161.0,39.4,44.0,0.7698630136986301,0.0,0.0,0.0,126,52
"Sonoma County, CA",1999.0,222.0,49.0,47.9,0.1424657534246575,0.0054794520547945,0.0,0.0,154,38
"Sonoma County, CA",2000.0,240.0,52.3,51.1,0.1693989071038251,0.0,0.0,0.0,122,37
"Sonoma County, CA",2001.0,235.0,50.5,48.7,0.1534246575342465,0.0027397260273972,0.0,0.0,165,37
"Sonoma County, CA",2002.0,259.0,55.7,53.6,0.1534246575342465,0.0,0.0,0.0,138,37
"Sonoma County, CA",2003.0,266.0,57.0,54.3,0.1397260273972602,0.0,0.0,0.0,133,37
"Sonoma County, CA",2004.0,190.0,40.7,38.3,0.1448087431693989,0.0,0.0,0.0,122,33
"Sonoma County, CA",2005.0,264.0,56.7,52.8,0.136986301369863,0.0,0.0,0.0,97,32
"Sonoma County, CA",2006.0,229.0,49.2,45.6,0.1808219178082191,0.0027397260273972,0.0,0.0,153,34
"Sonoma County, CA",2007.0,234.0,50.1,45.1,0.1068493150684931,0.0,0.0,0.0,94,35
"Stanislaus County, CA",1999.0,235.0,53.6,63.9,0.2246575342465753,0.0657534246575342,0.0,0.0,197,51
"Stanislaus County, CA",2000.0,217.0,48.5,57.9,0.2240437158469945,0.0437158469945355,0.0027322404371584,0.0,202,50
"Stanislaus County, CA",2001.0,205.0,44.2,52.8,0.1917808219178082,0.0438356164383561,0.0,0.0,187,51
"Stanislaus County, CA",2002.0,229.0,48.0,57.8,0.1945205479452054,0.0904109589041095,0.0027397260273972,0.0,208,55
"Stanislaus County, CA",2003.0,215.0,44.1,52.8,0.1753424657534246,0.0438356164383561,0.0,0.0,187,51
"Stanislaus County, CA",2004.0,223.0,45.3,54.4,0.1612021857923497,0.0109289617486338,0.0,0.0,159,48
"Stanislaus County, CA",2005.0,220.0,44.0,52.4,0.1780821917808219,0.021917808219178,0.0,0.0,174,43
"Stanislaus County, CA",2006.0,217.0,43.0,51.1,0.1972602739726027,0.0383561643835616,0.0,0.0,179,45
"Stanislaus County, CA",2007.0,197.0,38.8,45.5,0.726027397260274,0.0410958904109589,0.0,0.0,187,60
"Sutter County, CA",1999.0,42.0,53.7,55.6,0.0657534246575342,0.0328767123287671,0.0,0.0,179,49
"Sutter County, CA",2000.0,43.0,54.5,55.0,0.081967213114754,0.0109289617486338,0.0,0.0,166,43
"Sutter County, CA",2001.0,46.0,57.4,59.0,0.0767123287671232,0.0082191780821917,0.0,0.0,169,44
"Sutter County, CA",2002.0,40.0,48.7,49.6,0.0684931506849315,0.0328767123287671,0.0,0.0,195,45
"Sutter County, CA",2003.0,43.0,50.8,52.5,0.0520547945205479,0.0136986301369863,0.0,0.0,185,42
"Sutter County, CA",2004.0,43.0,49.7,51.4,0.2841530054644808,0.0027322404371584,0.0,0.0,159,47
"Sutter County, CA",2005.0,44.0,49.6,52.4,0.4356164383561643,0.0,0.0,0.0,143,53
"Sutter County, CA",2006.0,43.0,47.2,49.4,0.4383561643835616,0.0164383561643835,0.0,0.0,179,58
"Sutter County, CA",2007.0,36.0,38.7,39.5,0.5013698630136987,0.0027397260273972,0.0,0.0,151,53
"Tehama County, CA",1999.0,52.0,93.7,77.6,0.0,0.0497076023391812,0.0058479532163742,0.0,203,50
"Tehama County, CA",2000.0,53.0,94.6,76.8,0.0,0.00625,0.0,0.0,156,40
"Tehama County, CA",2001.0,60.0,105.8,86.3,0.0,0.0,0.0,0.0,150,44
"Tehama County, CA",2002.0,56.0,97.6,79.9,0.0,0.0261194029850746,0.0,0.0,174,44
"Tehama County, CA",2003.0,40.0,68.3,55.9,0.0,0.0107913669064748,0.0,0.0,156,46
"Tehama County, CA",2004.0,37.0,62.1,51.0,0.0,0.0032894736842105,0.0,0.0,159,42
"Tehama County, CA",2005.0,50.0,82.5,68.2,0.0,0.0033898305084745,0.0,0.0,151,43
"Tehama County, CA",2006.0,42.0,68.2,56.1,0.0,0.0205882352941176,0.0,0.0,166,41
"Tehama County, CA",2007.0,58.0,93.3,76.3,0.0,0.0027855153203342,0.0,0.0,154,39
"Trinity County, CA",1999.0,15.0,,,0.0,0.0,0.0,0.0,73,18
"Trinity County, CA",2000.0,14.0,,,0.2716049382716049,0.0,0.0,0.0,46,14
"Trinity County, CA",2001.0,12.0,,,0.7288135593220338,0.0,0.0,0.0,67,17
"Trinity County, CA",2002.0,10.0,,,0.6696428571428571,0.0,0.0,0.0,62,13
"Trinity County, CA",2003.0,11.0,,,0.744,0.0,0.0,0.0,55,15
"Trinity County, CA",2004.0,18.0,,,0.7714285714285715,0.0,0.0,0.0,66,14
"Trinity County, CA",2006.0,18.0,,,0.6349206349206349,0.0079365079365079,0.0,0.0,178,17
"Trinity County, CA",2007.0,12.0,,,0.5847457627118644,0.0,0.0,0.0,64,14
"Tulare County, CA",1999.0,144.0,39.5,50.5,0.1945205479452054,0.2356164383561644,0.021917808219178,0.0,207,97
"Tulare County, CA",2000.0,134.0,36.4,46.4,0.1666666666666666,0.221311475409836,0.0109289617486338,0.0,203,87
"Tulare County, CA",2001.0,149.0,39.9,50.5,0.1808219178082191,0.210958904109589,0.0054794520547945,0.0,206,95
"Tulare County, CA",2002.0,136.0,35.8,45.4,0.4191780821917808,0.2657534246575342,0.0301369863013698,0.0,213,108
"Tulare County, CA",2003.0,151.0,38.8,49.6,0.4301369863013699,0.2136986301369863,0.0328767123287671,0.0,210,101
"Tulare County, CA",2004.0,140.0,35.2,45.2,0.4262295081967213,0.2103825136612022,0.0,0.0,195,96
"Tulare County, CA",2005.0,149.0,36.5,47.0,0.5123287671232877,0.1808219178082191,0.010958904109589,0.0,207,85
"Tulare County, CA",2006.0,149.0,35.9,47.5,0.4767123287671233,0.1835616438356164,0.0054794520547945,0.0,204,90
"Tulare County, CA",2007.0,141.0,33.4,42.8,0.5068493150684932,0.1643835616438356,0.0,0.0,192,100
"Tuolumne County, CA",1999.0,43.0,79.8,58.0,0.0,0.0657534246575342,0.0,0.0,195,58
